Company,Instrument,Credit Rating,1Y Range,% Assets
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 6.58,6.58
8.02% BPCL 2024,Debenture,AAA,0.00 - 3.86,3.86
9.25% NTPC 2023,Bonds,AAA,0.00 - 3.34,3.34
8.3% NTPC 2029,Debenture,AAA,0.00 - 3.27,3.27
9.1% Cholamandalam Invest. & Fin. 2020,Bonds/NCDs,AA+,2.66 - 3.14,3.14
Reserve Bank of India 364-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.80,0.80
Reserve Bank of India 182-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.38,0.38
50. Union Dynamic Bond Fund
7.26% GOI 2029,GOI Securities,SOV,0.00 - 14.44,14.44
7.27% GOI 2026,GOI Securities,SOV,0.00 - 10.82,10.82
7.17% GOI 2028,GOI Securities,SOV,7.47 - 22.59,10.65
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 7.37,7.36
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 7.21,7.21
8.2% Power Grid Corporation 2025,Bonds/NCDs,AAA,5.07 - 7.15,7.14
7.47% Power Finance Corp. 2021,Bonds,AAA,5.03 - 6.97,6.97
8.02% BPCL 2024,Debenture,AAA,0.00 - 5.75,5.75
8.3% NTPC 2029,Debenture,AAA,0.00 - 3.66,3.65
8.25% IRFC 2024,Debenture,AAA,0.00 - 3.63,3.63
8.3% IRFC 2029,Debenture,AAA,0.00 - 3.64,3.63
8.81% SIDBI 2022,Debenture,AAA,3.37 - 6.61,3.61
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 3.62,3.59
8.11% REC 2025,Bonds,AAA,2.51 - 3.46,3.46
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 3.45,3.41
Reserve Bank of India 364-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.41,0.41
Reserve Bank of India 182-D 12/12/2019,Treasury Bills,SOV,0.00 - 0.25,0.25
7.59% GOI 2029,GOI Securities,SOV,0.07 - 0.10,0.10
52. Union Liquid - Unclaimed
National Bank Agr. Rur. Devp 90-D 24/10/2019,Commercial Paper,A1+,0.00 - 9.76,9.76
Tata Capital Financial Services 61-D 21/10/2019,Commercial Paper,A1+,0.00 - 9.76,9.76
SBI Cards & Payments Services 90-D 06/11/2019,Commercial Paper,A1+,0.00 - 9.74,9.74
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 9.72,9.72
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 9.71,9.71
Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 9.70,9.70
The Ramco Cements 56-D 08/11/2019,Commercial Paper,A1+,0.00 - 7.79,7.79
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.88,4.88
Cholamandalam Invest. & Fin. 364-D 04/11/2019,Commercial Paper,A1+,0.00 - 4.87,4.87
Axis Finance 90-D 31/10/2019,Commercial Paper,A1+,0.00 - 4.87,4.87
Hero FinCorp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 4.86,4.86
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 4.86,4.86
Reliance Industries 90-D 14/11/2019,Commercial Paper,A1+,0.00 - 4.86,4.86
Power Grid Corporation 78-D 15/11/2019,Commercial Paper,A1+,0.00 - 4.86,4.86
HPCL 91-D 13/12/2019,Commercial Paper,A1+,0.00 - 4.84,4.84
Reserve Bank of India 182-D 17/10/2019,Treasury Bills,SOV,0.00 - 0.98,0.98
53. Union Liquid Fund
National Bank Agr. Rur. Devp 90-D 24/10/2019,Commercial Paper,A1+,0.00 - 9.76,9.76
Tata Capital Financial Services 61-D 21/10/2019,Commercial Paper,A1+,0.00 - 9.76,9.76
SBI Cards & Payments Services 90-D 06/11/2019,Commercial Paper,A1+,0.00 - 9.74,9.74
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 9.72,9.72
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 9.71,9.71
Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 9.70,9.70
The Ramco Cements 56-D 08/11/2019,Commercial Paper,A1+,0.00 - 7.79,7.79
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.88,4.88
Cholamandalam Invest. & Fin. 364-D 04/11/2019,Commercial Paper,A1+,0.00 - 4.87,4.87
Axis Finance 90-D 31/10/2019,Commercial Paper,A1+,0.00 - 4.87,4.87
Hero FinCorp 85-D 15/11/2019,Commercial Paper,A1+,0.00 - 4.86,4.86
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 4.86,4.86
Reliance Industries 90-D 14/11/2019,Commercial Paper,A1+,0.00 - 4.86,4.86
Power Grid Corporation 78-D 15/11/2019,Commercial Paper,A1+,0.00 - 4.86,4.86
HPCL 91-D 13/12/2019,Commercial Paper,A1+,0.00 - 4.84,4.84
Reserve Bank of India 182-D 17/10/2019,Treasury Bills,SOV,0.00 - 0.98,0.98
55. UTI Banking & PSU Debt Fund - Regular Plan
8.3% NTPC 2029,Debenture,AAA,0.00 - 9.69,9.69
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 10.03,9.41
HUDCO 2022,Debenture,AAA,0.00 - 9.22,9.22
6.8% SIDBI 2022,Debenture,AAA,0.00 - 9.21,9.21
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 9.20,9.20
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 9.05,9.05
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 6.39,6.39
8.3% Jorabat Shillong Expressway 2022,Non Convertible Debenture,D,0.00 - 6.16,6.16
8.3% Jorabat Shillong Expressway 2020,Non Convertible Debenture,D,0.00 - 11.19,6.03
8.93% Power Grid Corporation 2020,Bonds,AAA,1.02 - 5.04,5.04
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 3.08,3.08
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 9.35,0.60
8.4% SIDBI 2021,Debenture,AAA,0.01 - 0.06,0.06
56. UTI Bond Fund - Regular Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 12.73,12.73
8.12% NHPC 2029,Debenture,AAA,0.00 - 10.22,9.08
8.04% Vodafone Idea 2022,Debenture,A,0.00 - 8.75,8.61
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 6.04,6.04
8.23% IRFC 2029,Debenture,AAA,0.00 - 10.11,5.40
8.15% National Bank Agr. Rur. Devp 2029,Non Convertible Debenture,AAA,0.00 - 7.09,4.50
8.3% Jorabat Shillong Expressway 2025,Non Convertible Debenture,D,0.00 - 5.22,4.29
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 4.26,4.26
8.36% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 10.25,3.60
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 3.42,3.42
8.3% Jorabat Shillong Expressway 2022,Non Convertible Debenture,D,0.00 - 2.69,2.21
8.97% Uttar Pradesh Power Corporation 2023,Bonds,AA,1.23 - 1.72,1.72
8.97% Uttar Pradesh Power Corporation 2024,Bonds,AA,1.22 - 1.71,1.71
8.97% Uttar Pradesh Power Corporation 2025,Bonds,AA,1.22 - 1.70,1.70
8.97% Uttar Pradesh Power Corporation 2026,Bonds,AA,1.22 - 1.70,1.70
8.97% Uttar Pradesh Power Corporation 2027,Bonds,AA,1.21 - 1.69,1.69
HDFC Bank 366-D,Short Term Deposit,-,0.00 - 1.04,1.04
8.97% Uttar Pradesh Power Corporation 2022,Bonds,AA,0.56 - 1.36,0.69
HDFC Bank 367-D,Short Term Deposit,-,0.00 - 0.35,0.35
Dewan Housing Fin. Corpn. 2021,Non Convertible Debenture,D,0.00 - 0.00,0.00
67. UTI Corporate Bond Fund - Regular Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 34.55,11.74
9.24% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 5.99,5.99
7.87% HDFC 2022,Non Convertible Debenture,AAA,0.00 - 5.71,5.71
7.7% Bajaj Finance 2022,Non Convertible Debenture,AAA,0.00 - 5.67,5.67
7.49% HDB Financial Services 2021,Bonds/NCDs,AAA,0.00 - 5.66,5.66
6.99% HUDCO 2022,Debenture,AAA,0.00 - 5.63,5.63
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,0.00 - 5.59,5.59
HPCL 2024,Debenture,AAA,0.00 - 4.50,4.50
8.02% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 9.88,3.87
6.7% IRFC 2021,Bonds/NCDs,AAA,2.78 - 10.88,3.61
7.4% Power Finance Corp. 2021,Bonds,AAA,2.75 - 11.05,3.58
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,2.63 - 9.55,3.42
LIC Housing Fin. 2022,Debenture,AAA,0.00 - 8.75,3.16
8.85% NHPC 2024,Bonds,AAA,0.00 - 2.66,2.66
8.85% NHPC 2023,Bonds,AAA,0.00 - 2.64,2.64
8.2% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.00 - 5.94,2.35
State Bank of India 2056,Debenture,AA+,0.00 - 6.42,2.34
8.65% Power Finance Corp. 2024,Bonds,AAA,0.00 - 2.33,2.33
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 2.22,2.22
7.65% Jamnagar Utilities and Power 2022,Non Convertible Debenture,AAA,1.35 - 5.55,1.76
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 3.05,1.24
8.4% Power Grid Corporation 2028,Debenture,AAA,0.00 - 2.99,1.19
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 2.96,1.15
HDB Financial Services 2022,Debenture,AAA,0.00 - 7.71,0.83
8.49% NTPC 2025,Bonds/NCDs,AAA,0.00 - 1.79,0.70
68. UTI Credit Risk Fund - Regular Plan
9.55% Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 7.30,7.30
9.65% Green Infra Wind Energy 2023,Debenture,AA,5.48 - 8.00,6.62
8.25% Vodafone Idea 2020,Bonds/Debentures,A,0.00 - 5.17,5.17
DMI Finance 2021,Non Convertible Debenture,AA-,1.95 - 3.69,3.69
Reliance Industries 180-D 03/03/2020,Commercial Paper,A1+,0.00 - 3.61,3.61
Indostar Capital Finance 2023,Non Convertible Debenture,AA-,1.91 - 3.59,3.59
9.5% Nayara Energy 2021,Bonds/NCDs,AA,1.75 - 3.51,3.51
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.49,3.49
8.04% Vodafone Idea 2022,Debenture,A,0.00 - 2.84,2.84
9.5% Yes Bank,Bonds,BBB+,0.00 - 2.64,2.64
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.61,2.61
8.75% Edelweiss Retail Finance 2021,Debenture,AA-,0.00 - 2.56,2.56
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,0.00 - 2.56,2.56
8.03% Vodafone Idea 2022,Debenture,A,0.00 - 2.39,2.39
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.38,2.38
7.17% GOI 2028,GOI Securities,SOV,0.00 - 3.16,2.27
Zee Learn,Debenture,AA,0.00 - 2.24,2.24
8.65% Jubilant Life Sciences 2021,Debenture,AA,0.97 - 1.85,1.85
DMI Finance 2020,Non Convertible Debenture,AA-,1.40 - 3.94,1.83
Edelweiss Rural & Corporate Services 2021,Non Convertible Debenture,AA-,0.00 - 1.82,1.82
Indostar Capital Finance 2021,Non Convertible Debenture,AA-,0.96 - 1.79,1.79
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.76,1.76
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 1.08,1.08
11.25% Hansdeep Industries & Trading 2021,Structured Obligation,AA-,0.56 - 1.05,1.05
Energy Efficiency Services,Debenture,AA-,0.00 - 0.91,0.91
81. UTI Dynamic Bond Fund - Regular Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 18.64,13.78
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 10.02,9.50
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 9.10,9.10
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 8.73,8.73
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 4.30,4.30
8.3% Jorabat Shillong Expressway 2024,Non Convertible Debenture,D,0.00 - 4.27,4.05
8.3% Jorabat Shillong Expressway 2023,Non Convertible Debenture,D,0.00 - 3.96,3.75
8.48% LIC Housing Fin. 2026,Bonds,AAA,0.00 - 3.99,3.58
8.04% Vodafone Idea 2022,Debenture,A,0.00 - 3.56,3.54
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 1.85,1.85
8.97% Uttar Pradesh Power Corporation 2023,Bonds,AA,0.92 - 1.74,1.74
8.97% Uttar Pradesh Power Corporation 2024,Bonds,AA,0.92 - 1.73,1.73
8.97% Uttar Pradesh Power Corporation 2022,Bonds,AA,0.92 - 1.42,1.24
HDFC Bank 366-D,Short Term Deposit,-,0.00 - 0.88,0.88
8.97% Uttar Pradesh Power Corporation 2025,Bonds,AA,0.77 - 1.52,0.86
8.97% Uttar Pradesh Power Corporation 2026,Bonds,AA,0.76 - 1.39,0.86
8.97% Uttar Pradesh Power Corporation 2027,Bonds,AA,0.77 - 1.50,0.85
8.3% REC 2025,Bonds,AAA,0.09 - 0.18,0.18
Dewan Housing Fin. Corpn. 2021,Non Convertible Debenture,D,0.00 - 0.00,0.00
83. UTI Fixed Term Income Fund - Series XXIV - XIV (1831 Days) - Regular Plan
8.15% Uttar Pradesh State 2021,State Development Loan,SOV,27.94 - 30.09,27.94
Kotak Mahindra Investments 2021,Debenture,AAA,9.83 - 9.96,9.96
Bajaj Finance 2021,Debenture,AAA,9.75 - 9.91,9.91
8% Export-Import Bank 2021,Bonds,AAA,8.84 - 9.43,8.84
8.05% Power Finance Corp. 2021,Debenture,AAA,8.76 - 9.42,8.76
9.64% Power Grid Corporation 2021,Bonds,AAA,8.57 - 9.26,8.57
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,7.55 - 8.06,7.55
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 4.03,3.81
8.39% Rajasthan State 2021,State Development Loan,SOV,2.54 - 2.75,2.54
9.57% IRFC 2021,Bonds,AAA,1.94 - 2.11,1.94
8.36% Punjab State 2021,State Development Loan,SOV,1.91 - 2.06,1.91
7.6% REC 2021,Bonds/NCDs,AAA,1.24 - 1.34,1.24
84. UTI Fixed Term Income Fund - Series XXIX - I (1134 Days) - Regular Plan
KKR India Financial Services 2021,Debenture,AA+,9.96 - 10.17,10.03
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.77 - 9.89,9.83
IIFL Home Finance 2021,Deep Discount Bonds,AA,9.72 - 9.91,9.82
8.36% Punjab State 2021,State Development Loan,SOV,9.37 - 9.80,9.37
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 9.26,9.09
8.48% Uttar Pradesh Power Corporation 2021,Structured Obligation,AA,9.05 - 9.69,9.05
8.55% Talwandi Sabo Power 2021,Debenture,AA,8.91 - 9.45,8.91
8.75% Vedanta 2021,Debenture,AA,7.65 - 8.11,7.71
8.4% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 7.19,7.19
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 1.50,1.47
9.1899% Indostar Capital Finance 2021,Non Convertible Debenture,AA-,1.25 - 1.35,1.25
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 1.03,1.00
7.65% IRFC 2021,Debenture,AAA,0.40 - 0.41,0.40
7.65% SIDBI 2021,Debenture,AAA,0.20 - 0.20,0.20
85. UTI Fixed Term Income Fund - Series XXIX - II (1118 Days) - Regular Plan
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.77 - 10.27,10.26
India Infoline Finance 2021,Deep Discount Bonds,AA,9.63 - 10.21,10.20
IIFL Home Finance 2021,Deep Discount Bonds,AA,9.66 - 10.21,10.17
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 10.12,9.98
8.55% Talwandi Sabo Power 2021,Debenture,AA,9.19 - 9.45,9.22
8.4% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 8.69,8.69
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,7.77 - 7.99,7.77
8.5% Vedanta 2021,Debenture,AA,7.70 - 7.90,7.75
7.65% IRFC 2021,Debenture,AAA,5.50 - 5.64,5.57
8.3% Jorabat Shillong Expressway 2021,Non Convertible Debenture,D,0.00 - 6.04,4.01
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 1.97,1.94
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.98,0.97
86. UTI Fixed Term Income Fund - Series XXIX - III (1131 Days) - Regular Plan
India Infoline Finance 2021,Deep Discount Bonds,AA,9.74 - 10.81,10.81
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.69 - 10.67,10.67
8.19% Mahindra Vehicle Manufacturers 2021,Debenture,AAA,9.27 - 10.04,9.89
8.48% Uttar Pradesh Power Corporation 2021,Structured Obligation,AA,8.84 - 9.57,9.49
8.55% Talwandi Sabo Power 2021,Debenture,AA,8.68 - 9.39,9.23
8.4% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 9.00,9.00
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 6.03,5.92
8.67% Andhra Pradesh State 2021,State Development Loan,SOV,5.35 - 5.82,5.75
8.5% Vedanta 2021,Debenture,AA,5.12 - 5.54,5.48
8.4% Tata Motors 2021,Debenture,AA-,0.00 - 5.50,5.48
8.36% Punjab State 2021,State Development Loan,SOV,3.19 - 3.47,3.43
8.75% Vedanta 2021,Debenture,AA,3.07 - 3.32,3.29
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 2.54,2.51
8.59% Tamilnadu State 2021,State Development Loan,SOV,1.00 - 1.09,1.07
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 0.81,0.80
8.6% Andhra Pradesh State 2021,State Development Loan,SOV,0.55 - 0.60,0.60
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0.00
87. UTI Fixed Term Income Fund - Series XXIX - IV (1422 Days) - Regular Plan
8.39% Rajasthan State 2026,State Development Loan,SOV,59.05 - 63.42,59.05
9% Export-Import Bank 2022,Bonds,AAA,8.88 - 9.48,8.88
8.27% REC 2022,Debenture,AAA,8.65 - 9.28,8.65
8.25% Tata Sons 2022,Debenture,AAA,8.49 - 9.10,8.49
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 3.63,3.47
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,1.74 - 1.87,1.74
8.3% GAIL 2022,Bonds,AAA,1.73 - 1.86,1.73
9.05% Export-Import Bank 2022,Bonds,AAA,1.42 - 1.52,1.42
8.59% Punjab State 2021,State Development Loan,SOV,0.00 - 0.93,0.88
88. UTI Fixed Term Income Fund - Series XXIX - IX (1109 Days) - Regular Plan
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,10.58 - 12.62,12.62
JM Fin Asset Reconstruction co 2021,Debenture,AA-,9.85 - 11.97,11.97
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 11.49,11.49
9.18% Vedanta 2021,Debenture,AA,9.46 - 11.18,11.18
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 10.52,10.52
IIFL Home Finance 2021,Deep Discount Bonds,AA,8.48 - 10.33,10.33
8.55% Talwandi Sabo Power 2021,Debenture,AA,8.50 - 10.01,10.01
7.99% Punjab State 2021,State Development Loan,SOV,6.04 - 7.21,7.21
Altico Capital India 2021,Deep Discount Bonds,D,0.00 - 3.13,3.13
8.5% SIDBI 2021,Debenture,AAA,1.97 - 2.34,2.34
8.65% West Bengal State 2021,State Development Loan,SOV,0.87 - 1.04,1.04
8.15% Rajasthan State 2021,State Development Loan,SOV,0.67 - 0.80,0.80
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 0.25,0.25
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0.00
89. UTI Fixed Term Income Fund - Series XXIX - V (1113 Days) - Regular Plan
8.4% Indiabulls Housing Finance 2021,Non Convertible Debenture,AA+,0.00 - 10.87,10.87
India Infoline Finance 2021,Deep Discount Bonds,AA,9.49 - 10.30,10.30
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.55 - 10.27,10.27
8.15% Uttar Pradesh State 2021,State Development Loan,SOV,9.26 - 9.86,9.76
8.5% Vedanta 2021,Debenture,AA,8.95 - 9.49,9.39
8.4% Tata Motors 2021,Debenture,AA-,0.00 - 9.42,9.39
8.55% Talwandi Sabo Power 2021,Debenture,AA,8.92 - 9.47,9.31
8.4% Power Grid Corporation 2021,Debenture,AAA,8.33 - 8.87,8.78
7.73% REC 2021,Debenture,AAA,7.26 - 7.68,7.65
8.48% Uttar Pradesh Power Corporation 2021,Structured Obligation,AA,3.59 - 3.82,3.78
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 2.38,2.35
8.56% Gujarat State 2021,State Development Loan,SOV,0.37 - 0.40,0.39
8.6% Andhra Pradesh State 2021,State Development Loan,SOV,0.19 - 0.20,0.20
8.97% Uttar Pradesh Power Corporation 2021,Bonds,AA,0.18 - 0.19,0.19
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0.00
90. UTI Fixed Term Income Fund - Series XXIX - VI (1135 Days) - Regular Plan
8.65% West Bengal State 2021,State Development Loan,SOV,18.85 - 20.35,18.85
HDB Financial Services 2021,Zero Coupon Bonds,AAA,11.84 - 12.00,12.00
Axis Finance 2021,Zero Coupon Bonds,AAA,11.81 - 11.93,11.93
8.5% SIDBI 2021,Debenture,AAA,10.76 - 11.56,10.76
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,10.66 - 11.39,10.66
8% Export-Import Bank 2021,Bonds,AAA,8.23 - 8.79,8.23
7.73% REC 2021,Debenture,AAA,8.12 - 8.73,8.12
7.73% Power Finance Corp. 2021,Debenture,AAA,6.01 - 6.46,6.01
9.7% Power Finance Corp. 2021,Bonds,AAA,4.18 - 4.55,4.18
8.21% Rajasthan State 2021,State Development Loan,SOV,0.00 - 1.05,0.99
8.15% Rajasthan State 2021,State Development Loan,SOV,0.83 - 0.89,0.83
8.36% Haryana State 2021,State Development Loan,SOV,0.00 - 0.60,0.58
8.56% Gujarat State 2021,State Development Loan,SOV,0.42 - 0.45,0.42
91. UTI Fixed Term Income Fund - Series XXIX - VII (1135 Days) - Regular Plan
8.56% Gujarat State 2021,State Development Loan,SOV,11.48 - 12.23,11.48
Fullerton India Credit 2021,Deep Discount Bonds,AAA,11.42 - 11.51,11.43
8.5% SIDBI 2021,Debenture,AAA,10.66 - 11.32,10.66
7.73% REC 2021,Debenture,AAA,10.17 - 10.80,10.17
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,9.91 - 10.54,9.91
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 9.12,9.12
9.2% Power Finance Corp. 2021,Bonds,AAA,8.48 - 9.08,8.48
HDB Financial Services 2021,Zero Coupon Bonds,AAA,8.07 - 8.26,8.26
Axis Finance 2021,Zero Coupon Bonds,AAA,5.22 - 5.33,5.33
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,2.94 - 3.10,2.94
8.15% Rajasthan State 2021,State Development Loan,SOV,2.08 - 2.21,2.08
9.61% Power Finance Corp. 2021,Bonds,AAA,1.50 - 1.61,1.50
8.64% Power Grid Corporation 2021,Bonds,AAA,0.89 - 0.95,0.89
7.75% Punjab State 2021,State Development Loan,SOV,0.00 - 0.62,0.59
8.36% Punjab State 2021,State Development Loan,SOV,0.30 - 0.32,0.30
8.65% West Bengal State 2021,State Development Loan,SOV,0.15 - 0.16,0.15
8.6% Andhra Pradesh State 2021,State Development Loan,SOV,0.03 - 0.03,0.03
92. UTI Fixed Term Income Fund - Series XXIX - VIII (1127 Days) - Regular Plan
8.65% West Bengal State 2021,State Development Loan,SOV,21.58 - 23.30,21.58
Kotak Mahindra Prime 2021,Deep Discount Bonds,AAA,11.49 - 11.65,11.65
Axis Finance 2021,Deep Discount Bonds,AAA,10.60 - 10.72,10.72
8.37% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,10.63 - 11.37,10.63
9.61% Power Finance Corp. 2021,Bonds,AAA,9.45 - 10.27,9.45
8.5% SIDBI 2021,Debenture,AAA,9.35 - 10.05,9.35
8.66% Andhra Pradesh State 2021,State Development Loan,SOV,7.50 - 8.10,7.50
7.73% REC 2021,Debenture,AAA,3.67 - 3.94,3.67
Bajaj Housing Finance 2021,Bonds/NCDs,AAA,2.90 - 2.92,2.92
7.99% Punjab State 2021,State Development Loan,SOV,1.98 - 2.13,1.98
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,1.86 - 1.99,1.86
8.6% Andhra Pradesh State 2021,State Development Loan,SOV,1.25 - 1.35,1.25
7.75% Punjab State 2021,State Development Loan,SOV,0.00 - 1.18,1.12
8.36% Punjab State 2021,State Development Loan,SOV,0.00 - 0.12,0.11
93. UTI Fixed Term Income Fund - Series XXIX - XI (1112 Days) - Regular Plan
8.66% Andhra Pradesh State 2021,State Development Loan,SOV,15.49 - 16.98,16.70
Aditya Birla Finance 2021,Deep Discount Bonds,AAA,11.88 - 13.42,13.42
Fullerton India Credit 2021,Deep Discount Bonds,AAA,11.78 - 13.18,13.07
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,10.49 - 12.71,12.51
8.5% SIDBI 2021,Debenture,AAA,11.01 - 12.04,11.86
7.73% Power Finance Corp. 2021,Debenture,AAA,7.55 - 8.23,8.15
9.57% IRFC 2021,Bonds,AAA,3.13 - 3.43,3.36
7.18% REC 2021,Debenture,AAA,2.97 - 3.23,3.21
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 2.90,2.90
8.6% Andhra Pradesh State 2021,State Development Loan,SOV,2.19 - 2.40,2.36
9.61% Power Finance Corp. 2021,Bonds,AAA,2.17 - 2.36,2.33
9.2% Power Finance Corp. 2021,Bonds,AAA,0.92 - 1.00,0.99
7.65% IRFC 2021,Debenture,AAA,0.84 - 0.93,0.91
8.65% West Bengal State 2021,State Development Loan,SOV,0.62 - 0.68,0.67
7.99% Punjab State 2021,State Development Loan,SOV,0.37 - 0.40,0.40
8.15% Rajasthan State 2021,State Development Loan,SOV,0.03 - 0.03,0.03
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 0.00,0.00
94. UTI Fixed Term Income Fund - Series XXIX - XIII (1122 Days) - Regular Plan
IIFL Home Finance 2021,Zero Coupon Bonds,AA,9.80 - 10.72,10.72
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,9.88 - 10.61,10.61
JM Fin Asset Reconstruction co 2021,Deep Discount Bonds,AA-,9.76 - 10.61,10.61
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA-,0.00 - 10.31,10.31
Edelweiss Housing Finance 2021,Deep Discount Bonds,AA-,0.00 - 10.15,10.15
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,9.25 - 9.95,9.95
9.18% Vedanta 2021,Debenture,AA,9.15 - 9.94,9.94
9.23% Talwandi Sabo Power 2021,Debenture,AA,9.11 - 9.86,9.86
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 9.65,9.65
Altico Capital India 2021,Deep Discount Bonds,D,0.00 - 2.79,2.79
